escenario,clasificador,n_muestra,n_total,replica,riesgo_verdadero,riesgo_cv_mean,riesgo_cv_std,brecha_bayes
Desbalanceado_MismaCov,GB,50+200,250,3,,0.16,0.05656854249492382,-0.1746
Desbalanceado_MismaCov,Bayes,50+200,250,4,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,4,,0.156,0.02939387691339813,-0.1786
Desbalanceado_MismaCov,LDA,50+200,250,4,,0.15999999999999998,0.033466401061363,-0.17460000000000003
Desbalanceado_MismaCov,QDA,50+200,250,4,,0.15999999999999998,0.033466401061363,-0.17460000000000003
Desbalanceado_MismaCov,KNN-1,50+200,250,4,,0.19999999999999998,0.012649110640673493,-0.13460000000000003
Desbalanceado_MismaCov,KNN-5,50+200,250,4,,0.176,0.042708313008125234,-0.15860000000000002
Desbalanceado_MismaCov,KNN-21,50+200,250,4,,0.156,0.032,-0.1786
Desbalanceado_MismaCov,GB,50+200,250,4,,0.152,0.032496153618543834,-0.1826
Desbalanceado_MismaCov,Bayes,50+200,250,5,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,5,,0.16799999999999998,0.05455272678794342,-0.16660000000000003
Desbalanceado_MismaCov,LDA,50+200,250,5,,0.16399999999999998,0.057131427428342804,-0.17060000000000003
Desbalanceado_MismaCov,QDA,50+200,250,5,,0.16399999999999998,0.057131427428342804,-0.17060000000000003
Desbalanceado_MismaCov,KNN-1,50+200,250,5,,0.24000000000000005,0.05366563145999495,-0.09459999999999996
Desbalanceado_MismaCov,KNN-5,50+200,250,5,,0.184,0.047999999999999994,-0.1506
Desbalanceado_MismaCov,KNN-21,50+200,250,5,,0.176,0.02939387691339811,-0.15860000000000002
Desbalanceado_MismaCov,GB,50+200,250,5,,0.15200000000000002,0.02039607805437116,-0.18259999999999998
Desbalanceado_MismaCov,Bayes,50+200,250,6,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,6,,0.156,0.03878143885933063,-0.1786
Desbalanceado_MismaCov,LDA,50+200,250,6,,0.156,0.03878143885933063,-0.1786
Desbalanceado_MismaCov,QDA,50+200,250,6,,0.164,0.0344093010681705,-0.1706
Desbalanceado_MismaCov,KNN-1,50+200,250,6,,0.20400000000000001,0.06374950980203692,-0.1306
Desbalanceado_MismaCov,KNN-5,50+200,250,6,,0.176,0.06974238309665079,-0.15860000000000002
Desbalanceado_MismaCov,KNN-21,50+200,250,6,,0.20400000000000001,0.03199999999999998,-0.1306
Desbalanceado_MismaCov,GB,50+200,250,6,,0.148,0.041182520563948,-0.18660000000000002
Desbalanceado_MismaCov,Bayes,50+200,250,7,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,7,,0.11599999999999999,0.029393876913398165,-0.21860000000000002
Desbalanceado_MismaCov,LDA,50+200,250,7,,0.11599999999999999,0.029393876913398165,-0.21860000000000002
Desbalanceado_MismaCov,QDA,50+200,250,7,,0.10799999999999998,0.02039607805437116,-0.22660000000000002
Desbalanceado_MismaCov,KNN-1,50+200,250,7,,0.184,0.042708313008125234,-0.1506
Desbalanceado_MismaCov,KNN-5,50+200,250,7,,0.12,0.021908902300206666,-0.2146
Desbalanceado_MismaCov,KNN-21,50+200,250,7,,0.132,0.027129319932501096,-0.2026
Desbalanceado_MismaCov,GB,50+200,250,7,,0.11199999999999999,0.03249615361854387,-0.22260000000000002
Desbalanceado_MismaCov,Bayes,50+200,250,8,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,8,,0.14,0.028284271247461926,-0.1946
Desbalanceado_MismaCov,LDA,50+200,250,8,,0.14400000000000002,0.023323807579381222,-0.1906
Desbalanceado_MismaCov,QDA,50+200,250,8,,0.14400000000000002,0.023323807579381222,-0.1906
Desbalanceado_MismaCov,KNN-1,50+200,250,8,,0.23199999999999998,0.027129319932501096,-0.10260000000000002
Desbalanceado_MismaCov,KNN-5,50+200,250,8,,0.156,0.04079215610874228,-0.1786
Desbalanceado_MismaCov,KNN-21,50+200,250,8,,0.15200000000000002,0.027129319932501096,-0.18259999999999998
Desbalanceado_MismaCov,GB,50+200,250,8,,0.14400000000000002,0.023323807579381222,-0.1906
Desbalanceado_MismaCov,Bayes,50+200,250,9,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,9,,0.172,0.0370944739819828,-0.16260000000000002
Desbalanceado_MismaCov,LDA,50+200,250,9,,0.16799999999999998,0.02993325909419151,-0.16660000000000003
Desbalanceado_MismaCov,QDA,50+200,250,9,,0.172,0.0370944739819828,-0.16260000000000002
Desbalanceado_MismaCov,KNN-1,50+200,250,9,,0.236,0.008000000000000007,-0.09860000000000002
Desbalanceado_MismaCov,KNN-5,50+200,250,9,,0.19999999999999998,0.02529822128134702,-0.13460000000000003
Desbalanceado_MismaCov,KNN-21,50+200,250,9,,0.16400000000000003,0.01959591794226544,-0.17059999999999997
Desbalanceado_MismaCov,GB,50+200,250,9,,0.168,0.020396078054371124,-0.1666
Desbalanceado_MismaCov,Bayes,50+200,250,10,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,10,,0.16,0.02529822128134702,-0.1746
Desbalanceado_MismaCov,LDA,50+200,250,10,,0.16,0.02529822128134702,-0.1746
Desbalanceado_MismaCov,QDA,50+200,250,10,,0.168,0.020396078054371124,-0.1666
Desbalanceado_MismaCov,KNN-1,50+200,250,10,,0.236,0.029393876913398165,-0.09860000000000002
Desbalanceado_MismaCov,KNN-5,50+200,250,10,,0.192,0.02039607805437111,-0.1426
Desbalanceado_MismaCov,KNN-21,50+200,250,10,,0.168,0.01599999999999997,-0.1666
Desbalanceado_MismaCov,GB,50+200,250,10,,0.156,0.026532998322843185,-0.1786
Desbalanceado_MismaCov,Bayes,50+200,250,11,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,11,,0.168,0.03709447398198281,-0.1666
Desbalanceado_MismaCov,LDA,50+200,250,11,,0.164,0.05276362383309169,-0.1706
Desbalanceado_MismaCov,QDA,50+200,250,11,,0.16,0.045607017003965515,-0.1746
Desbalanceado_MismaCov,KNN-1,50+200,250,11,,0.25200000000000006,0.05878775382679627,-0.08259999999999995
Desbalanceado_MismaCov,KNN-5,50+200,250,11,,0.176,0.042708313008125234,-0.15860000000000002
Desbalanceado_MismaCov,KNN-21,50+200,250,11,,0.16399999999999998,0.03199999999999998,-0.17060000000000003
Desbalanceado_MismaCov,GB,50+200,250,11,,0.148,0.032496153618543834,-0.18660000000000002
Desbalanceado_MismaCov,Bayes,50+200,250,12,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,12,,0.124,0.029393876913398165,-0.2106
Desbalanceado_MismaCov,LDA,50+200,250,12,,0.13199999999999998,0.046647615158762416,-0.20260000000000003
Desbalanceado_MismaCov,QDA,50+200,250,12,,0.124,0.029393876913398165,-0.2106
Desbalanceado_MismaCov,KNN-1,50+200,250,12,,0.20400000000000001,0.042708313008125234,-0.1306
Desbalanceado_MismaCov,KNN-5,50+200,250,12,,0.13199999999999998,0.039191835884530846,-0.20260000000000003
Desbalanceado_MismaCov,KNN-21,50+200,250,12,,0.14400000000000002,0.014966629547095779,-0.1906
Desbalanceado_MismaCov,GB,50+200,250,12,,0.124,0.04630334761116088,-0.2106
Desbalanceado_MismaCov,Bayes,50+200,250,13,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,13,,0.14,0.017888543819998333,-0.1946
Desbalanceado_MismaCov,LDA,50+200,250,13,,0.144,0.0344093010681705,-0.19060000000000002
Desbalanceado_MismaCov,QDA,50+200,250,13,,0.14400000000000002,0.023323807579381222,-0.1906
Desbalanceado_MismaCov,KNN-1,50+200,250,13,,0.15600000000000003,0.052763623833091654,-0.17859999999999998
Desbalanceado_MismaCov,KNN-5,50+200,250,13,,0.152,0.0370944739819828,-0.1826
Desbalanceado_MismaCov,KNN-21,50+200,250,13,,0.14400000000000002,0.014966629547095779,-0.1906
Desbalanceado_MismaCov,GB,50+200,250,13,,0.14800000000000002,0.02039607805437116,-0.1866
Desbalanceado_MismaCov,Bayes,50+200,250,14,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,14,,0.148,0.03919183588453085,-0.18660000000000002
Desbalanceado_MismaCov,LDA,50+200,250,14,,0.148,0.03919183588453085,-0.18660000000000002
Desbalanceado_MismaCov,QDA,50+200,250,14,,0.148,0.03919183588453085,-0.18660000000000002
Desbalanceado_MismaCov,KNN-1,50+200,250,14,,0.192,0.046647615158762396,-0.1426
Desbalanceado_MismaCov,KNN-5,50+200,250,14,,0.132,0.05306599664568638,-0.2026
Desbalanceado_MismaCov,KNN-21,50+200,250,14,,0.16,0.04,-0.1746
Desbalanceado_MismaCov,GB,50+200,250,14,,0.132,0.029933259094191558,-0.2026
Desbalanceado_MismaCov,Bayes,50+200,250,15,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,15,,0.168,0.02399999999999999,-0.1666
Desbalanceado_MismaCov,LDA,50+200,250,15,,0.15600000000000003,0.01959591794226544,-0.17859999999999998
Desbalanceado_MismaCov,QDA,50+200,250,15,,0.168,0.02399999999999999,-0.1666
Desbalanceado_MismaCov,KNN-1,50+200,250,15,,0.24,0.033466401061363046,-0.09460000000000002
Desbalanceado_MismaCov,KNN-5,50+200,250,15,,0.192,0.043081318457076016,-0.1426
Desbalanceado_MismaCov,KNN-21,50+200,250,15,,0.17600000000000002,0.026532998322843185,-0.1586
Desbalanceado_MismaCov,GB,50+200,250,15,,0.16400000000000003,0.014966629547095779,-0.17059999999999997
Desbalanceado_MismaCov,Bayes,50+200,250,16,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,16,,0.11600000000000002,0.04079215610874228,-0.2186
Desbalanceado_MismaCov,LDA,50+200,250,16,,0.128,0.03709447398198285,-0.2066
Desbalanceado_MismaCov,QDA,50+200,250,16,,0.11200000000000002,0.041182520563948,-0.2226
Desbalanceado_MismaCov,KNN-1,50+200,250,16,,0.12799999999999997,0.041182520563948,-0.20660000000000003
Desbalanceado_MismaCov,KNN-5,50+200,250,16,,0.12399999999999997,0.040792156108742275,-0.21060000000000004
Desbalanceado_MismaCov,KNN-21,50+200,250,16,,0.124,0.03200000000000003,-0.2106
Desbalanceado_MismaCov,GB,50+200,250,16,,0.14,0.03346640106136305,-0.1946
Desbalanceado_MismaCov,Bayes,50+200,250,17,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,17,,0.16,0.033466401061363026,-0.1746
Desbalanceado_MismaCov,LDA,50+200,250,17,,0.14800000000000002,0.03249615361854387,-0.1866
Desbalanceado_MismaCov,QDA,50+200,250,17,,0.164,0.026532998322843195,-0.1706
Desbalanceado_MismaCov,KNN-1,50+200,250,17,,0.22400000000000003,0.02939387691339813,-0.11059999999999998
Desbalanceado_MismaCov,KNN-5,50+200,250,17,,0.156,0.03440930106817051,-0.1786
Desbalanceado_MismaCov,KNN-21,50+200,250,17,,0.16400000000000003,0.023323807579381222,-0.17059999999999997
Desbalanceado_MismaCov,GB,50+200,250,17,,0.13999999999999999,0.035777087639996624,-0.19460000000000002
Desbalanceado_MismaCov,Bayes,50+200,250,18,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,18,,0.16799999999999998,0.03249615361854383,-0.16660000000000003
Desbalanceado_MismaCov,LDA,50+200,250,18,,0.172,0.0370944739819828,-0.16260000000000002
Desbalanceado_MismaCov,QDA,50+200,250,18,,0.16799999999999998,0.03249615361854383,-0.16660000000000003
Desbalanceado_MismaCov,KNN-1,50+200,250,18,,0.24,0.033466401061363046,-0.09460000000000002
Desbalanceado_MismaCov,KNN-5,50+200,250,18,,0.18,0.03794733192202054,-0.15460000000000002
Desbalanceado_MismaCov,KNN-21,50+200,250,18,,0.16400000000000003,0.014966629547095779,-0.17059999999999997
Desbalanceado_MismaCov,GB,50+200,250,18,,0.16799999999999998,0.04118252056394799,-0.16660000000000003
Desbalanceado_MismaCov,Bayes,50+200,250,19,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,50+200,250,19,,0.16,0.06196773353931865,-0.1746
Desbalanceado_MismaCov,LDA,50+200,250,19,,0.156,0.058514955353311145,-0.1786
Desbalanceado_MismaCov,QDA,50+200,250,19,,0.16399999999999998,0.06499230723708765,-0.17060000000000003
Desbalanceado_MismaCov,KNN-1,50+200,250,19,,0.24800000000000005,0.0744043009509531,-0.08659999999999995
Desbalanceado_MismaCov,KNN-5,50+200,250,19,,0.16399999999999998,0.054258639865002144,-0.17060000000000003
Desbalanceado_MismaCov,KNN-21,50+200,250,19,,0.144,0.06621178142898737,-0.19060000000000002
Desbalanceado_MismaCov,GB,50+200,250,19,,0.144,0.05986651818838304,-0.19060000000000002
Desbalanceado_MismaCov,Bayes,100+400,500,0,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,0,,0.15999999999999998,0.034641016151377525,-0.17460000000000003
Desbalanceado_MismaCov,LDA,100+400,500,0,,0.15999999999999998,0.03405877273185279,-0.17460000000000003
Desbalanceado_MismaCov,QDA,100+400,500,0,,0.16599999999999998,0.036660605559646696,-0.16860000000000003
Desbalanceado_MismaCov,KNN-1,100+400,500,0,,0.19199999999999998,0.02561249694973138,-0.14260000000000003
Desbalanceado_MismaCov,KNN-5,100+400,500,0,,0.194,0.023323807579381177,-0.1406
Desbalanceado_MismaCov,KNN-21,100+400,500,0,,0.182,0.031240998703626597,-0.1526
Desbalanceado_MismaCov,GB,100+400,500,0,,0.15799999999999997,0.03187475490101844,-0.17660000000000003
Desbalanceado_MismaCov,Bayes,100+400,500,1,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,1,,0.14,0.018973665961010293,-0.1946
Desbalanceado_MismaCov,LDA,100+400,500,1,,0.14,0.016733200530681523,-0.1946
Desbalanceado_MismaCov,QDA,100+400,500,1,,0.14400000000000002,0.013564659966250548,-0.1906
Desbalanceado_MismaCov,KNN-1,100+400,500,1,,0.238,0.046216880033165375,-0.09660000000000002
Desbalanceado_MismaCov,KNN-5,100+400,500,1,,0.16400000000000003,0.018547236990991426,-0.17059999999999997
Desbalanceado_MismaCov,KNN-21,100+400,500,1,,0.15600000000000003,0.01019803902718558,-0.17859999999999998
Desbalanceado_MismaCov,GB,100+400,500,1,,0.14600000000000002,0.013564659966250548,-0.1886
Desbalanceado_MismaCov,Bayes,100+400,500,2,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,2,,0.17800000000000002,0.038157568056677825,-0.1566
Desbalanceado_MismaCov,LDA,100+400,500,2,,0.178,0.03249615361854383,-0.15660000000000002
Desbalanceado_MismaCov,QDA,100+400,500,2,,0.18400000000000002,0.03199999999999999,-0.15059999999999998
Desbalanceado_MismaCov,KNN-1,100+400,500,2,,0.254,0.03382306905057556,-0.0806
Desbalanceado_MismaCov,KNN-5,100+400,500,2,,0.22199999999999998,0.041665333311999335,-0.11260000000000003
Desbalanceado_MismaCov,KNN-21,100+400,500,2,,0.184,0.03498571136907178,-0.1506
Desbalanceado_MismaCov,GB,100+400,500,2,,0.17,0.04195235392680606,-0.1646
Desbalanceado_MismaCov,Bayes,100+400,500,3,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,3,,0.158,0.02399999999999999,-0.1766
Desbalanceado_MismaCov,LDA,100+400,500,3,,0.15200000000000002,0.027129319932501096,-0.18259999999999998
Desbalanceado_MismaCov,QDA,100+400,500,3,,0.15200000000000002,0.02315167380558047,-0.18259999999999998
Desbalanceado_MismaCov,KNN-1,100+400,500,3,,0.18,0.024494897427831754,-0.15460000000000002
Desbalanceado_MismaCov,KNN-5,100+400,500,3,,0.15400000000000003,0.018547236990991423,-0.18059999999999998
Desbalanceado_MismaCov,KNN-21,100+400,500,3,,0.15800000000000003,0.016000000000000014,-0.17659999999999998
Desbalanceado_MismaCov,GB,100+400,500,3,,0.14600000000000002,0.026532998322843223,-0.1886
Desbalanceado_MismaCov,Bayes,100+400,500,4,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,4,,0.178,0.01939071942966528,-0.15660000000000002
Desbalanceado_MismaCov,LDA,100+400,500,4,,0.182,0.024819347291981687,-0.1526
Desbalanceado_MismaCov,QDA,100+400,500,4,,0.178,0.01939071942966528,-0.15660000000000002
Desbalanceado_MismaCov,KNN-1,100+400,500,4,,0.23399999999999999,0.03773592452822641,-0.10060000000000002
Desbalanceado_MismaCov,KNN-5,100+400,500,4,,0.186,0.02870540018881462,-0.1486
Desbalanceado_MismaCov,KNN-21,100+400,500,4,,0.184,0.016248076809271882,-0.1506
Desbalanceado_MismaCov,GB,100+400,500,4,,0.188,0.03059411708155669,-0.1466
Desbalanceado_MismaCov,Bayes,100+400,500,5,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,5,,0.17200000000000001,0.017204650534085233,-0.1626
Desbalanceado_MismaCov,LDA,100+400,500,5,,0.164,0.024166091947189123,-0.1706
Desbalanceado_MismaCov,QDA,100+400,500,5,,0.17400000000000002,0.017435595774162677,-0.1606
Desbalanceado_MismaCov,KNN-1,100+400,500,5,,0.22799999999999998,0.014696938456699083,-0.10660000000000003
Desbalanceado_MismaCov,KNN-5,100+400,500,5,,0.19399999999999998,0.018547236990991384,-0.14060000000000003
Desbalanceado_MismaCov,KNN-21,100+400,500,5,,0.172,0.023999999999999976,-0.16260000000000002
Desbalanceado_MismaCov,GB,100+400,500,5,,0.17200000000000001,0.017204650534085233,-0.1626
Desbalanceado_MismaCov,Bayes,100+400,500,6,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,6,,0.16599999999999998,0.03611094017053556,-0.16860000000000003
Desbalanceado_MismaCov,LDA,100+400,500,6,,0.16199999999999998,0.03310589071449367,-0.17260000000000003
Desbalanceado_MismaCov,QDA,100+400,500,6,,0.16599999999999998,0.03261901286060016,-0.16860000000000003
Desbalanceado_MismaCov,KNN-1,100+400,500,6,,0.21600000000000003,0.039293765408777,-0.11859999999999998
Desbalanceado_MismaCov,KNN-5,100+400,500,6,,0.182,0.03059411708155669,-0.1526
Desbalanceado_MismaCov,KNN-21,100+400,500,6,,0.176,0.027999999999999973,-0.15860000000000002
Desbalanceado_MismaCov,GB,100+400,500,6,,0.15999999999999998,0.03577708763999662,-0.17460000000000003
Desbalanceado_MismaCov,Bayes,100+400,500,7,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,7,,0.15000000000000002,0.020000000000000018,-0.1846
Desbalanceado_MismaCov,LDA,100+400,500,7,,0.152,0.023151673805580433,-0.1826
Desbalanceado_MismaCov,QDA,100+400,500,7,,0.15200000000000002,0.016000000000000014,-0.18259999999999998
Desbalanceado_MismaCov,KNN-1,100+400,500,7,,0.2,0.041472882706655445,-0.1346
Desbalanceado_MismaCov,KNN-5,100+400,500,7,,0.16,0.026076809620810586,-0.1746
Desbalanceado_MismaCov,KNN-21,100+400,500,7,,0.144,0.024166091947189123,-0.19060000000000002
Desbalanceado_MismaCov,GB,100+400,500,7,,0.152,0.024819347291981694,-0.1826
Desbalanceado_MismaCov,Bayes,100+400,500,8,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,8,,0.176,0.013564659966250503,-0.15860000000000002
Desbalanceado_MismaCov,LDA,100+400,500,8,,0.17400000000000002,0.013564659966250524,-0.1606
Desbalanceado_MismaCov,QDA,100+400,500,8,,0.18,0.016733200530681475,-0.15460000000000002
Desbalanceado_MismaCov,KNN-1,100+400,500,8,,0.238,0.01720465053408527,-0.09660000000000002
Desbalanceado_MismaCov,KNN-5,100+400,500,8,,0.20799999999999996,0.018330302779823376,-0.12660000000000005
Desbalanceado_MismaCov,KNN-21,100+400,500,8,,0.192,0.01599999999999997,-0.1426
Desbalanceado_MismaCov,GB,100+400,500,8,,0.17400000000000004,0.00489897948556636,-0.16059999999999997
Desbalanceado_MismaCov,Bayes,100+400,500,9,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,9,,0.174,0.027276363393971693,-0.16060000000000002
Desbalanceado_MismaCov,LDA,100+400,500,9,,0.178,0.011661903789690564,-0.15660000000000002
Desbalanceado_MismaCov,QDA,100+400,500,9,,0.18,0.02280350850198273,-0.15460000000000002
Desbalanceado_MismaCov,KNN-1,100+400,500,9,,0.246,0.01743559577416271,-0.08860000000000001
Desbalanceado_MismaCov,KNN-5,100+400,500,9,,0.188,0.04534313619501853,-0.1466
Desbalanceado_MismaCov,KNN-21,100+400,500,9,,0.164,0.027276363393971707,-0.1706
Desbalanceado_MismaCov,GB,100+400,500,9,,0.17,0.019999999999999987,-0.1646
Desbalanceado_MismaCov,Bayes,100+400,500,10,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,10,,0.156,0.03072458299147442,-0.1786
Desbalanceado_MismaCov,LDA,100+400,500,10,,0.162,0.026381811916545823,-0.1726
Desbalanceado_MismaCov,QDA,100+400,500,10,,0.162,0.031240998703626604,-0.1726
Desbalanceado_MismaCov,KNN-1,100+400,500,10,,0.268,0.05635601121442147,-0.06659999999999999
Desbalanceado_MismaCov,KNN-5,100+400,500,10,,0.172,0.03867815921162742,-0.16260000000000002
Desbalanceado_MismaCov,KNN-21,100+400,500,10,,0.178,0.03544009029333869,-0.15660000000000002
Desbalanceado_MismaCov,GB,100+400,500,10,,0.15,0.031622776601683784,-0.18460000000000001
Desbalanceado_MismaCov,Bayes,100+400,500,11,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,11,,0.176,0.024166091947189113,-0.15860000000000002
Desbalanceado_MismaCov,LDA,100+400,500,11,,0.176,0.020591260281973965,-0.15860000000000002
Desbalanceado_MismaCov,QDA,100+400,500,11,,0.174,0.022449944320643615,-0.16060000000000002
Desbalanceado_MismaCov,KNN-1,100+400,500,11,,0.256,0.03878143885933067,-0.0786
Desbalanceado_MismaCov,KNN-5,100+400,500,11,,0.202,0.03124099870362659,-0.1326
Desbalanceado_MismaCov,KNN-21,100+400,500,11,,0.17200000000000001,0.01326649916142158,-0.1626
Desbalanceado_MismaCov,GB,100+400,500,11,,0.16999999999999998,0.02683281572999745,-0.16460000000000002
Desbalanceado_MismaCov,Bayes,100+400,500,12,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,12,,0.15000000000000002,0.010954451150103331,-0.1846
Desbalanceado_MismaCov,LDA,100+400,500,12,,0.15400000000000003,0.016248076809271934,-0.18059999999999998
Desbalanceado_MismaCov,QDA,100+400,500,12,,0.15200000000000002,0.02135415650406264,-0.18259999999999998
Desbalanceado_MismaCov,KNN-1,100+400,500,12,,0.21200000000000002,0.042614551505325025,-0.12259999999999999
Desbalanceado_MismaCov,KNN-5,100+400,500,12,,0.17000000000000004,0.006324555320336764,-0.16459999999999997
Desbalanceado_MismaCov,KNN-21,100+400,500,12,,0.16600000000000004,0.01019803902718558,-0.16859999999999997
Desbalanceado_MismaCov,GB,100+400,500,12,,0.14600000000000002,0.01356465996625055,-0.1886
Desbalanceado_MismaCov,Bayes,100+400,500,13,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,13,,0.16200000000000003,0.00979795897113272,-0.17259999999999998
Desbalanceado_MismaCov,LDA,100+400,500,13,,0.16200000000000003,0.013266499161421611,-0.17259999999999998
Desbalanceado_MismaCov,QDA,100+400,500,13,,0.16200000000000003,0.011661903789690611,-0.17259999999999998
Desbalanceado_MismaCov,KNN-1,100+400,500,13,,0.20199999999999996,0.023999999999999983,-0.13260000000000005
Desbalanceado_MismaCov,KNN-5,100+400,500,13,,0.172,0.029257477676655562,-0.16260000000000002
Desbalanceado_MismaCov,KNN-21,100+400,500,13,,0.15800000000000003,0.017204650534085267,-0.17659999999999998
Desbalanceado_MismaCov,GB,100+400,500,13,,0.162,0.015999999999999973,-0.1726
Desbalanceado_MismaCov,Bayes,100+400,500,14,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,14,,0.15,0.050990195135927854,-0.18460000000000001
Desbalanceado_MismaCov,LDA,100+400,500,14,,0.156,0.047581509013481287,-0.1786
Desbalanceado_MismaCov,QDA,100+400,500,14,,0.15,0.050990195135927854,-0.18460000000000001
Desbalanceado_MismaCov,KNN-1,100+400,500,14,,0.21600000000000003,0.058855755878248636,-0.11859999999999998
Desbalanceado_MismaCov,KNN-5,100+400,500,14,,0.182,0.050358713248056686,-0.1526
Desbalanceado_MismaCov,KNN-21,100+400,500,14,,0.164,0.04317406628984581,-0.1706
Desbalanceado_MismaCov,GB,100+400,500,14,,0.15,0.04335896677735761,-0.18460000000000001
Desbalanceado_MismaCov,Bayes,100+400,500,15,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,15,,0.132,0.027856776554368263,-0.2026
Desbalanceado_MismaCov,LDA,100+400,500,15,,0.13,0.02097617696340305,-0.2046
Desbalanceado_MismaCov,QDA,100+400,500,15,,0.13,0.024494897427831803,-0.2046
Desbalanceado_MismaCov,KNN-1,100+400,500,15,,0.17799999999999996,0.044452221541785734,-0.15660000000000004
Desbalanceado_MismaCov,KNN-5,100+400,500,15,,0.14400000000000002,0.01019803902718558,-0.1906
Desbalanceado_MismaCov,KNN-21,100+400,500,15,,0.14,0.028284271247461926,-0.1946
Desbalanceado_MismaCov,GB,100+400,500,15,,0.136,0.025768197453450277,-0.1986
Desbalanceado_MismaCov,Bayes,100+400,500,16,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,16,,0.16800000000000004,0.011661903789690611,-0.16659999999999997
Desbalanceado_MismaCov,LDA,100+400,500,16,,0.172,0.018330302779823334,-0.16260000000000002
Desbalanceado_MismaCov,QDA,100+400,500,16,,0.16200000000000003,0.014696938456699081,-0.17259999999999998
Desbalanceado_MismaCov,KNN-1,100+400,500,16,,0.22999999999999998,0.03346640106136302,-0.10460000000000003
Desbalanceado_MismaCov,KNN-5,100+400,500,16,,0.19199999999999998,0.015999999999999983,-0.14260000000000003
Desbalanceado_MismaCov,KNN-21,100+400,500,16,,0.164,0.022449944320643633,-0.1706
Desbalanceado_MismaCov,GB,100+400,500,16,,0.168,0.01720465053408524,-0.1666
Desbalanceado_MismaCov,Bayes,100+400,500,17,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,17,,0.15799999999999997,0.029257477676655562,-0.17660000000000003
Desbalanceado_MismaCov,LDA,100+400,500,17,,0.15999999999999998,0.02756809750418042,-0.17460000000000003
Desbalanceado_MismaCov,QDA,100+400,500,17,,0.16199999999999998,0.03249615361854381,-0.17260000000000003
Desbalanceado_MismaCov,KNN-1,100+400,500,17,,0.21399999999999997,0.03773592452822641,-0.12060000000000004
Desbalanceado_MismaCov,KNN-5,100+400,500,17,,0.182,0.03310589071449367,-0.1526
Desbalanceado_MismaCov,KNN-21,100+400,500,17,,0.16200000000000003,0.016000000000000014,-0.17259999999999998
Desbalanceado_MismaCov,GB,100+400,500,17,,0.16199999999999998,0.026381811916545813,-0.17260000000000003
Desbalanceado_MismaCov,Bayes,100+400,500,18,0.3346,0.3346,0.0,0.0
Desbalanceado_MismaCov,GNB,100+400,500,18,,0.14,0.016733200530681527,-0.1946
Desbalanceado_MismaCov,LDA,100+400,500,18,,0.134,0.022449944320643667,-0.2006
Desbalanceado_MismaCov,QDA,100+400,500,18,,0.138,0.014696938456699083,-0.1966
